class,x1,y1,x2,y2,x3,y3,x4,y4
0,415.49340574903397,0.0,768.0,171.19427642830044,768.0,190.62021389674044,375.49340574903397,0.0
1,700.0905994700598,440.6184053052921,700.0905994700598,480.6184053052921,660.0905994700598,480.6184053052921,660.0905994700598,440.6184053052921
1,718.5980923872778,494.6275691982439,718.5980923872778,534.6275691982439,678.5980923872778,534.6275691982439,678.5980923872778,494.6275691982439
1,557.6161734806797,549.8841687597431,557.6161734806797,589.8841687597431,517.6161734806797,589.8841687597431,517.6161734806797,549.8841687597431
1,522.5858865022177,577.436099982927,522.5858865022177,617.436099982927,482.5858865022177,617.436099982927,482.5858865022177,577.436099982927
1,121.10572958038597,581.1278792559949,121.10572958038597,621.1278792559949,81.10572958038597,621.1278792559949,81.10572958038597,581.1278792559949
2,442.0,163.0,442.0,183.0,422.0,183.0,422.0,163.0
2,314.0,746.0,314.0,766.0,294.0,766.0,294.0,746.0
2,633.0,501.0,633.0,521.0,613.0,521.0,613.0,501.0
2,447.0,744.0,447.0,764.0,427.0,764.0,427.0,744.0
2,288.0,22.0,288.0,42.0,268.0,42.0,268.0,22.0
