class,x1,y1,x2,y2,x3,y3,x4,y4
0,0.0,352.506594250966,171.19427642830044,0.0,190.62021389674044,0.0,0.0,392.506594250966
1,440.61840530529213,67.90940052994017,480.61840530529213,67.90940052994017,480.6184053052921,107.90940052994017,440.61840530529213,107.90940052994017
1,494.627569198244,49.4019076127222,534.6275691982439,49.4019076127222,534.6275691982439,89.4019076127222,494.627569198244,89.4019076127222
1,549.8841687597431,210.38382651932034,589.8841687597431,210.38382651932034,589.8841687597431,250.38382651932034,549.8841687597431,250.38382651932034
1,577.436099982927,245.4141134977823,617.436099982927,245.4141134977823,617.436099982927,285.4141134977823,577.436099982927,285.4141134977823
1,581.1278792559949,646.894270419614,621.1278792559949,646.894270419614,621.1278792559949,686.894270419614,581.1278792559949,686.894270419614
2,163.0,326.0,183.0,326.0,183.0,346.0,163.0,346.0
2,746.0,454.00000000000006,766.0,454.00000000000006,766.0,474.00000000000006,746.0,474.00000000000006
2,501.0,135.0,521.0,135.0,521.0,155.0,501.0,155.0
2,744.0,321.00000000000006,764.0,321.00000000000006,764.0,341.00000000000006,744.0,341.00000000000006
2,22.0,479.99999999999994,42.0,479.99999999999994,42.0,499.99999999999994,22.0,499.99999999999994
