class,x1,y1,x2,y2,x3,y3,x4,y4
0,768.0,415.493405749034,596.8057235716996,768.0,577.3797861032596,768.0,768.0,375.493405749034
1,327.38159469470787,700.0905994700598,287.38159469470787,700.0905994700598,287.3815946947079,660.0905994700598,327.38159469470787,660.0905994700598
1,273.372430801756,718.5980923872778,233.37243080175605,718.5980923872778,233.37243080175605,678.5980923872778,273.372430801756,678.5980923872778
1,218.11583124025682,557.6161734806797,178.11583124025682,557.6161734806797,178.11583124025682,517.6161734806797,218.11583124025682,517.6161734806797
1,190.563900017073,522.5858865022177,150.563900017073,522.5858865022177,150.56390001707302,482.5858865022177,190.56390001707302,482.5858865022177
1,186.87212074400512,121.10572958038597,146.87212074400512,121.10572958038591,146.87212074400512,81.10572958038591,186.87212074400512,81.10572958038597
2,605.0,442.0,585.0,442.0,585.0,422.0,605.0,422.0
2,22.0,313.99999999999994,2.0,313.99999999999994,2.0,293.99999999999994,22.0,293.99999999999994
2,267.0,633.0,246.99999999999997,633.0,246.99999999999997,613.0,267.0,613.0
2,24.0,446.99999999999994,4.0,446.99999999999994,4.0,426.99999999999994,24.0,426.99999999999994
2,746.0,288.00000000000006,726.0,288.00000000000006,726.0,268.00000000000006,746.0,268.00000000000006
