class,x1,y1,x2,y2,x3,y3,x4,y4
0,768.0,344.0258807287268,-5.684341886080802e-14,711.9888431219924,-5.684341886080802e-14,671.9888431219924,768.0,304.0258807287268
1,96.53842029275853,85.33417186263426,56.53842029275853,85.33417186263426,56.53842029275853,45.334171862634264,96.53842029275853,45.334171862634264
1,193.94154135101329,104.92074791389007,153.94154135101329,104.92074791389007,153.94154135101329,64.92074791389007,193.94154135101329,64.92074791389007
1,425.00245365428714,172.7541776629671,385.00245365428714,172.7541776629671,385.0024536542872,132.7541776629671,425.00245365428714,132.7541776629671
1,695.5919310105949,41.6706092768905,655.5919310105949,41.6706092768905,655.5919310105949,1.6706092768905023,695.5919310105949,1.6706092768905023
1,397.98045729741193,252.23390204690634,357.98045729741193,252.23390204690634,357.98045729741193,212.23390204690634,397.98045729741193,212.23390204690634
1,505.8343396003646,244.94749332149664,465.8343396003646,244.9474933214966,465.8343396003646,204.9474933214966,505.8343396003646,204.94749332149664
1,631.1807873292636,185.10409413018763,591.1807873292636,185.10409413018763,591.1807873292636,145.10409413018763,631.1807873292636,145.10409413018763
1,676.2916594453945,230.4166734294661,636.2916594453945,230.4166734294661,636.2916594453945,190.4166734294661,676.2916594453945,190.4166734294661
2,96.0,349.99999999999994,76.0,349.99999999999994,76.0,329.99999999999994,96.0,329.99999999999994
2,694.0,351.00000000000006,674.0,351.00000000000006,674.0,331.00000000000006,694.0,331.00000000000006
2,434.0,453.0,414.0,453.0,414.0,433.0,434.0,433.0
2,402.0,291.0,382.0,291.0,382.0,271.0,402.0,271.0
2,413.00000000000006,131.0,393.00000000000006,131.0,393.00000000000006,111.0,413.00000000000006,111.0
2,144.00000000000003,126.99999999999994,124.00000000000006,126.99999999999994,124.00000000000006,106.99999999999994,144.00000000000003,106.99999999999994
2,685.0,422.00000000000006,665.0,422.00000000000006,665.0,402.00000000000006,685.0,402.00000000000006
