class,x1,y1,x2,y2,x3,y3,x4,y4
0,768.0,423.9741192712732,-5.684341886080802e-14,56.01115687800757,-5.684341886080802e-14,96.01115687800757,768.0,463.9741192712732
1,96.53842029275853,682.6658281373657,56.53842029275853,682.6658281373657,56.53842029275853,722.6658281373657,96.53842029275853,722.6658281373657
1,193.94154135101329,663.0792520861099,153.94154135101329,663.0792520861099,153.94154135101329,703.0792520861099,193.94154135101329,703.0792520861099
1,425.00245365428714,595.2458223370329,385.00245365428714,595.2458223370329,385.0024536542872,635.2458223370329,425.00245365428714,635.2458223370329
1,695.5919310105949,726.3293907231096,655.5919310105949,726.3293907231096,655.5919310105949,766.3293907231096,695.5919310105949,766.3293907231096
1,397.98045729741193,515.7660979530937,357.98045729741193,515.7660979530937,357.98045729741193,555.7660979530937,397.98045729741193,555.7660979530937
1,505.8343396003646,523.0525066785034,465.8343396003646,523.0525066785034,465.8343396003646,563.0525066785034,505.8343396003646,563.0525066785034
1,631.1807873292636,582.8959058698124,591.1807873292636,582.8959058698124,591.1807873292636,622.8959058698124,631.1807873292636,622.8959058698124
1,676.2916594453945,537.5833265705339,636.2916594453945,537.5833265705339,636.2916594453945,577.5833265705339,676.2916594453945,577.5833265705339
2,96.0,418.00000000000006,76.0,418.00000000000006,76.0,438.00000000000006,96.0,438.00000000000006
2,694.0,416.99999999999994,674.0,416.99999999999994,674.0,436.99999999999994,694.0,436.99999999999994
2,434.0,315.0,414.0,315.0,414.0,335.0,434.0,335.0
2,402.0,477.0,382.0,477.0,382.0,497.0,402.0,497.0
2,413.00000000000006,637.0,393.00000000000006,637.0,393.00000000000006,657.0,413.00000000000006,657.0
2,144.00000000000003,641.0,124.00000000000006,641.0,124.00000000000006,661.0,144.00000000000003,661.0
2,685.0,345.99999999999994,665.0,345.99999999999994,665.0,365.99999999999994,685.0,365.99999999999994
