class,x1,y1,x2,y2,x3,y3,x4,y4
0,0.0,264.1255679089248,768.0,483.2225305256111,768.0000000000001,523.2225305256111,0.0,304.1255679089248
1,340.1643427119969,378.1297987067485,380.1643427119969,378.1297987067485,380.1643427119969,418.1297987067485,340.1643427119969,418.1297987067485
1,538.0400138683724,413.65300746437157,578.0400138683724,413.65300746437157,578.0400138683724,453.6530074643716,538.0400138683724,453.65300746437157
1,259.09060442083126,147.9586521026282,299.09060442083126,147.9586521026282,299.09060442083126,187.9586521026282,259.09060442083126,187.9586521026282
1,240.87493793164595,142.43373128919586,280.87493793164595,142.43373128919586,280.87493793164595,182.43373128919586,240.87493793164595,182.43373128919586
2,455.0,344.0,475.0,344.0,475.0,364.0,455.0,364.0
2,119.0,208.0,139.0,208.0,139.0,228.0,119.0,228.0
2,335.99999999999994,686.0,355.99999999999994,686.0,355.99999999999994,706.0,335.99999999999994,706.0
2,149.0,319.0,169.0,319.0,169.0,339.0,149.0,339.0
2,543.0,329.0,563.0,329.0,563.0,349.0,543.0,349.0
2,480.0,622.0,500.0,622.0,500.0,642.0,480.0,642.0
2,289.0,630.0,309.0,630.0,309.0,650.0,289.0,650.0
2,509.0,153.0,529.0,153.0,529.0,173.0,509.0,173.0
