class,x1,y1,x2,y2,x3,y3,x4,y4
0,415.49340574903397,768.0,768.0,596.8057235716996,768.0,577.3797861032596,375.49340574903397,768.0
1,700.0905994700598,327.3815946947079,700.0905994700598,287.3815946947079,660.0905994700598,287.3815946947079,660.0905994700598,327.3815946947079
1,718.5980923872778,273.3724308017561,718.5980923872778,233.37243080175605,678.5980923872778,233.37243080175605,678.5980923872778,273.3724308017561
1,557.6161734806797,218.11583124025685,557.6161734806797,178.11583124025685,517.6161734806797,178.11583124025685,517.6161734806797,218.11583124025685
1,522.5858865022177,190.56390001707302,522.5858865022177,150.56390001707302,482.5858865022177,150.56390001707302,482.5858865022177,190.56390001707302
1,121.10572958038597,186.87212074400512,121.10572958038597,146.87212074400512,81.10572958038597,146.87212074400512,81.10572958038597,186.87212074400512
2,442.0,605.0,442.0,585.0,422.0,585.0,422.0,605.0
2,314.0,22.0,314.0,2.0,294.0,2.0,294.0,22.0
2,633.0,267.0,633.0,246.99999999999997,613.0,247.0,613.0,267.0
2,447.0,24.0,447.0,4.0,427.0,4.0,427.0,24.0
2,288.0,746.0,288.0,726.0,268.0,726.0,268.0,746.0
