class,x1,y1,x2,y2,x3,y3,x4,y4
0,0.0,503.87443209107516,768.0,284.77746947438897,768.0000000000001,244.7774694743889,0.0,463.87443209107516
1,340.1643427119969,389.8702012932515,380.1643427119969,389.8702012932515,380.1643427119969,349.8702012932515,340.1643427119969,349.8702012932515
1,538.0400138683724,354.34699253562843,578.0400138683724,354.34699253562843,578.0400138683724,314.34699253562843,538.0400138683724,314.34699253562843
1,259.09060442083126,620.0413478973718,299.09060442083126,620.0413478973718,299.09060442083126,580.0413478973718,259.09060442083126,580.0413478973718
1,240.87493793164595,625.5662687108041,280.87493793164595,625.5662687108041,280.87493793164595,585.5662687108041,240.87493793164595,585.5662687108041
2,455.0,424.0,475.0,424.0,475.0,404.0,455.0,404.0
2,119.0,560.0,139.0,560.0,139.0,540.0,119.0,540.0
2,336.0,82.0,356.0,82.0,356.0,62.0,336.0,62.0
2,149.0,449.0,169.0,449.0,169.0,429.0,149.0,429.0
2,543.0,439.0,563.0,439.0,563.0,419.0,543.0,419.0
2,480.0,146.0,500.0,146.0,500.0,126.0,480.0,126.0
2,289.0,138.0,309.0,138.0,309.0,118.0,289.0,118.0
2,509.0,615.0,529.0,615.0,529.0,595.0,509.0,595.0
