class,x1,y1,x2,y2,x3,y3,x4,y4
0,423.9741192712732,768.0,56.01115687800757,0.0,96.01115687800757,0.0,463.9741192712732,768.0
1,682.6658281373657,96.53842029275847,682.6658281373657,56.538420292758474,722.6658281373657,56.538420292758474,722.6658281373657,96.53842029275847
1,663.07925208611,193.94154135101326,663.07925208611,153.94154135101326,703.07925208611,153.94154135101326,703.07925208611,193.94154135101326
1,595.2458223370329,425.0024536542872,595.2458223370329,385.0024536542872,635.2458223370329,385.0024536542872,635.2458223370329,425.0024536542872
1,726.3293907231096,695.5919310105949,726.3293907231096,655.5919310105949,766.3293907231096,655.5919310105949,766.3293907231096,695.5919310105949
1,515.7660979530937,397.98045729741193,515.7660979530937,357.98045729741193,555.7660979530937,357.980457297412,555.7660979530937,397.980457297412
1,523.0525066785034,505.8343396003646,523.0525066785034,465.8343396003646,563.0525066785034,465.8343396003646,563.0525066785034,505.8343396003646
1,582.8959058698124,631.1807873292636,582.8959058698124,591.1807873292636,622.8959058698124,591.1807873292636,622.8959058698124,631.1807873292636
1,537.5833265705339,676.2916594453945,537.5833265705339,636.2916594453945,577.5833265705339,636.2916594453945,577.5833265705339,676.2916594453945
2,418.00000000000006,96.0,418.00000000000006,76.0,438.00000000000006,76.0,438.00000000000006,96.0
2,416.99999999999994,694.0,416.99999999999994,674.0,436.99999999999994,674.0,436.99999999999994,694.0
2,315.0,434.0,315.0,414.0,335.0,414.0,335.0,434.0
2,477.0,402.0,477.0,382.0,497.0,382.0,497.0,402.0
2,637.0,413.00000000000006,637.0,393.00000000000006,657.0,393.00000000000006,657.0,413.00000000000006
2,641.0,144.0,641.0,124.0,661.0,124.0,661.0,144.0
2,345.99999999999994,685.0,345.99999999999994,665.0,365.99999999999994,665.0,365.99999999999994,685.0
