class,x1,y1,x2,y2,x3,y3,x4,y4
0,503.87443209107516,768.0,284.7774694743889,0.0,244.7774694743889,-1.1368683772161603e-13,463.87443209107516,768.0
1,389.8702012932515,427.8356572880031,389.8702012932515,387.8356572880031,349.8702012932515,387.8356572880031,349.8702012932515,427.8356572880031
1,354.34699253562843,229.9599861316276,354.34699253562843,189.9599861316276,314.34699253562843,189.9599861316276,314.34699253562843,229.9599861316276
1,620.0413478973718,508.90939557916874,620.0413478973718,468.90939557916874,580.0413478973718,468.90939557916874,580.0413478973718,508.90939557916874
1,625.5662687108041,527.125062068354,625.5662687108041,487.12506206835405,585.5662687108041,487.12506206835405,585.5662687108041,527.125062068354
2,424.0,313.0,424.0,293.0,404.0,293.0,404.0,313.0
2,560.0,649.0,560.0,629.0,540.0,629.0,540.0,649.0
2,82.0,432.0,82.0,412.0,62.0,412.0,62.0,432.0
2,449.0,619.0,449.0,599.0,429.0,599.0,429.0,619.0
2,439.0,225.0,439.0,205.0,419.0,205.0,419.0,225.0
2,146.0,288.0,146.0,268.0,126.0,268.0,126.0,288.0
2,138.0,479.0,138.0,459.0,118.0,459.0,118.0,479.0
2,615.0,259.0,615.0,239.0,595.0,239.0,595.0,259.0
