class,x1,y1,x2,y2,x3,y3,x4,y4
0,264.12556790892484,0.0,483.2225305256111,768.0,523.2225305256111,768.0000000000001,304.12556790892484,0.0
1,378.1297987067485,340.1643427119969,378.1297987067485,380.1643427119969,418.1297987067485,380.1643427119969,418.1297987067485,340.1643427119969
1,413.65300746437157,538.0400138683724,413.65300746437157,578.0400138683724,453.65300746437157,578.0400138683724,453.65300746437157,538.0400138683724
1,147.95865210262824,259.09060442083126,147.95865210262824,299.09060442083126,187.95865210262824,299.09060442083126,187.95865210262824,259.09060442083126
1,142.4337312891959,240.87493793164595,142.4337312891959,280.87493793164595,182.4337312891959,280.87493793164595,182.4337312891959,240.87493793164595
2,344.0,455.0,344.0,475.0,364.0,475.0,364.0,455.0
2,207.99999999999997,119.0,207.99999999999997,139.0,227.99999999999997,139.0,227.99999999999997,119.0
2,686.0,336.0,686.0,356.0,706.0,356.0,706.0,336.0
2,319.0,149.0,319.0,169.0,339.0,169.0,339.0,149.0
2,329.0,543.0,329.0,563.0,349.0,563.0,349.0,543.0
2,622.0,480.0,622.0,500.0,642.0,500.0,642.0,480.0
2,630.0,289.0,630.0,309.0,650.0,309.0,650.0,289.0
2,153.0,509.0,153.0,529.0,173.0,529.0,173.0,509.0
