class,x1,y1,x2,y2,x3,y3,x4,y4
0,344.0258807287268,0.0,711.9888431219924,768.0,671.9888431219924,768.0,304.0258807287268,0.0
1,85.33417186263426,671.4615797072415,85.33417186263426,711.4615797072415,45.334171862634264,711.4615797072415,45.334171862634264,671.4615797072415
1,104.92074791389001,574.0584586489867,104.92074791389001,614.0584586489867,64.92074791389001,614.0584586489867,64.92074791389001,574.0584586489867
1,172.7541776629671,342.9975463457128,172.7541776629671,382.9975463457128,132.7541776629671,382.9975463457128,132.7541776629671,342.9975463457128
1,41.6706092768905,72.40806898940508,41.6706092768905,112.40806898940508,1.6706092768905023,112.40806898940508,1.6706092768905023,72.40806898940508
1,252.23390204690634,370.01954270258807,252.23390204690634,410.01954270258807,212.23390204690634,410.019542702588,212.23390204690634,370.019542702588
1,244.94749332149664,262.1656603996354,244.94749332149664,302.1656603996354,204.94749332149664,302.1656603996354,204.94749332149664,262.1656603996354
1,185.10409413018766,136.81921267073645,185.10409413018763,176.81921267073645,145.10409413018763,176.81921267073642,145.10409413018766,136.81921267073642
1,230.41667342946613,91.70834055460546,230.41667342946613,131.70834055460546,190.41667342946613,131.70834055460546,190.41667342946613,91.7083405546054
2,349.99999999999994,672.0,349.99999999999994,692.0,329.99999999999994,692.0,329.99999999999994,672.0
2,351.00000000000006,74.0,351.00000000000006,94.0,331.00000000000006,94.0,331.00000000000006,74.0
2,453.0,334.0,453.0,354.0,433.0,354.0,433.0,334.0
2,291.0,366.0,291.0,386.0,271.0,386.0,271.0,366.0
2,131.0,354.99999999999994,131.0,374.99999999999994,111.0,374.99999999999994,111.0,354.99999999999994
2,126.99999999999994,624.0,126.99999999999994,644.0,106.99999999999994,644.0,106.99999999999994,624.0
2,422.00000000000006,83.0,422.00000000000006,103.0,402.00000000000006,103.0,402.00000000000006,83.0
