class,x1,y1,x2,y2,x3,y3,x4,y4
0,264.1255679089248,0.0,483.2225305256111,768.0,523.2225305256111,768.0000000000001,304.1255679089248,0.0
1,378.1297987067485,340.1643427119969,378.1297987067485,380.1643427119969,418.1297987067485,380.1643427119969,418.1297987067485,340.1643427119969
1,413.6530074643716,538.0400138683724,413.6530074643716,578.0400138683724,453.6530074643716,578.0400138683724,453.6530074643716,538.0400138683724
1,147.9586521026282,259.0906044208313,147.9586521026282,299.0906044208313,187.9586521026282,299.0906044208313,187.9586521026282,259.0906044208313
1,142.43373128919586,240.874937931646,142.43373128919586,280.874937931646,182.43373128919586,280.874937931646,182.43373128919586,240.87493793164597
2,344.0,455.0,344.0,475.0,364.0,475.0,364.0,455.0
2,208.0,119.00000000000006,208.0,139.00000000000003,228.0,139.00000000000003,228.0,119.00000000000006
2,686.0,335.99999999999994,686.0,355.99999999999994,706.0,355.99999999999994,706.0,335.99999999999994
2,318.99999999999994,149.0,318.99999999999994,169.0,338.99999999999994,169.0,338.99999999999994,149.0
2,329.0,543.0,329.00000000000006,563.0,349.00000000000006,563.0,349.0,543.0
2,622.0,479.99999999999994,622.0,499.99999999999994,642.0,499.99999999999994,642.0,479.99999999999994
2,630.0,288.99999999999994,630.0,308.99999999999994,650.0,308.99999999999994,650.0,288.99999999999994
2,153.0,509.00000000000006,153.0,529.0,173.0,529.0,173.0,509.00000000000006
