class,x1,y1,x2,y2,x3,y3,x4,y4
0,0.0,415.49340574903397,171.19427642830038,768.0,190.62021389674038,768.0,0.0,375.49340574903397
1,440.6184053052921,700.0905994700598,480.6184053052921,700.0905994700598,480.6184053052921,660.0905994700598,440.6184053052921,660.0905994700598
1,494.6275691982439,718.5980923872778,534.6275691982439,718.5980923872778,534.6275691982439,678.5980923872778,494.6275691982439,678.5980923872778
1,549.8841687597431,557.6161734806797,589.8841687597431,557.6161734806797,589.8841687597431,517.6161734806797,549.8841687597431,517.6161734806797
1,577.436099982927,522.5858865022177,617.436099982927,522.5858865022177,617.436099982927,482.5858865022177,577.436099982927,482.5858865022177
1,581.1278792559949,121.10572958038597,621.1278792559949,121.10572958038597,621.1278792559949,81.10572958038597,581.1278792559949,81.10572958038597
2,163.0,442.0,183.0,442.0,183.0,422.0,163.0,422.0
2,746.0,314.0,766.0,314.0,766.0,294.0,746.0,294.0
2,501.0,633.0,521.0,633.0,521.0,613.0,501.0,613.0
2,744.0,447.0,764.0,447.0,764.0,427.0,744.0,427.0
2,22.0,288.0,42.0,288.0,42.0,268.0,22.0,268.0
