class,x1,y1,x2,y2,x3,y3,x4,y4
0,415.493405749034,768.0,768.0,596.8057235716996,768.0,577.3797861032596,375.493405749034,768.0
1,700.0905994700598,327.38159469470787,700.0905994700598,287.38159469470787,660.0905994700598,287.38159469470787,660.0905994700598,327.38159469470787
1,718.5980923872778,273.372430801756,718.5980923872778,233.37243080175608,678.5980923872778,233.37243080175608,678.5980923872778,273.372430801756
1,557.6161734806797,218.11583124025685,557.6161734806797,178.11583124025685,517.6161734806797,178.11583124025685,517.6161734806797,218.11583124025685
1,522.5858865022177,190.56390001707302,522.5858865022176,150.56390001707302,482.58588650221765,150.56390001707302,482.58588650221765,190.56390001707302
1,121.10572958038591,186.8721207440051,121.10572958038591,146.8721207440051,81.10572958038591,146.8721207440051,81.10572958038591,186.8721207440051
2,442.00000000000006,605.0,442.00000000000006,585.0,422.00000000000006,585.0,422.00000000000006,605.0
2,313.99999999999994,22.0,313.99999999999994,2.0,293.99999999999994,2.0,293.99999999999994,22.0
2,633.0,266.99999999999994,633.0,247.0,613.0,247.0,613.0,266.99999999999994
2,446.99999999999994,24.0,446.99999999999994,4.0,426.99999999999994,4.0,426.99999999999994,24.0
2,288.00000000000006,746.0,288.00000000000006,726.0,268.00000000000006,726.0,268.00000000000006,746.0
