class,x1,y1,x2,y2,x3,y3,x4,y4
0,352.506594250966,0.0,0.0,171.19427642830044,0.0,190.62021389674044,392.506594250966,0.0
1,67.90940052994017,440.61840530529213,67.90940052994017,480.61840530529213,107.90940052994017,480.61840530529213,107.90940052994017,440.61840530529213
1,49.4019076127222,494.627569198244,49.4019076127222,534.6275691982439,89.4019076127222,534.6275691982439,89.4019076127222,494.627569198244
1,210.38382651932034,549.8841687597431,210.38382651932034,589.8841687597431,250.38382651932034,589.8841687597431,250.38382651932034,549.8841687597431
1,245.4141134977823,577.436099982927,245.4141134977824,617.436099982927,285.41411349778235,617.436099982927,285.41411349778235,577.436099982927
1,646.894270419614,581.1278792559949,646.894270419614,621.1278792559949,686.894270419614,621.1278792559949,686.894270419614,581.1278792559949
2,325.99999999999994,163.0,325.99999999999994,183.0,345.99999999999994,183.0,345.99999999999994,163.0
2,454.00000000000006,746.0,454.00000000000006,766.0,474.00000000000006,766.0,474.00000000000006,746.0
2,135.0,501.00000000000006,135.0,521.0,155.0,521.0,155.0,501.00000000000006
2,321.00000000000006,744.0,321.00000000000006,764.0,341.00000000000006,764.0,341.00000000000006,744.0
2,479.99999999999994,22.0,479.99999999999994,42.0,499.99999999999994,42.0,499.99999999999994,22.0
