class,x1,y1,x2,y2,x3,y3,x4,y4
0,264.12556790892484,768.0,483.2225305256111,0.0,523.2225305256111,-1.1368683772161603e-13,304.12556790892484,768.0
1,378.1297987067485,427.8356572880031,378.1297987067485,387.8356572880031,418.1297987067485,387.8356572880031,418.1297987067485,427.8356572880031
1,413.65300746437157,229.9599861316276,413.65300746437157,189.9599861316276,453.65300746437157,189.9599861316276,453.65300746437157,229.9599861316276
1,147.95865210262824,508.90939557916874,147.95865210262824,468.90939557916874,187.95865210262824,468.90939557916874,187.95865210262824,508.90939557916874
1,142.4337312891959,527.125062068354,142.4337312891959,487.12506206835405,182.4337312891959,487.12506206835405,182.4337312891959,527.125062068354
2,344.0,313.0,344.0,293.0,364.0,293.0,364.0,313.0
2,207.99999999999997,649.0,207.99999999999997,629.0,227.99999999999997,629.0,227.99999999999997,649.0
2,686.0,432.0,686.0,412.0,706.0,412.0,706.0,432.0
2,319.0,619.0,319.0,599.0,339.0,599.0,339.0,619.0
2,329.0,225.0,329.0,205.0,349.0,205.0,349.0,225.0
2,622.0,288.0,622.0,268.0,642.0,268.0,642.0,288.0
2,630.0,479.0,630.0,459.0,650.0,459.0,650.0,479.0
2,153.0,259.0,153.0,239.0,173.0,239.0,173.0,259.0
