class,x1,y1,x2,y2,x3,y3,x4,y4
0,423.97411927127325,0.0,56.01115687800757,768.0,96.01115687800757,768.0,463.97411927127325,0.0
1,682.6658281373657,671.4615797072415,682.6658281373657,711.4615797072415,722.6658281373657,711.4615797072415,722.6658281373657,671.4615797072415
1,663.0792520861099,574.0584586489867,663.0792520861099,614.0584586489867,703.0792520861099,614.0584586489867,703.0792520861099,574.0584586489867
1,595.2458223370329,342.99754634571286,595.2458223370329,382.99754634571286,635.2458223370329,382.99754634571286,635.2458223370329,342.99754634571286
1,726.3293907231096,72.40806898940514,726.3293907231096,112.40806898940514,766.3293907231096,112.40806898940514,766.3293907231096,72.40806898940514
1,515.7660979530937,370.01954270258807,515.7660979530937,410.01954270258807,555.7660979530937,410.01954270258807,555.7660979530937,370.01954270258807
1,523.0525066785034,262.1656603996354,523.0525066785034,302.1656603996354,563.0525066785034,302.1656603996354,563.0525066785034,262.1656603996354
1,582.8959058698124,136.81921267073653,582.8959058698124,176.81921267073653,622.8959058698124,176.81921267073642,622.8959058698124,136.81921267073642
1,537.5833265705339,91.70834055460546,537.5833265705339,131.70834055460546,577.5833265705339,131.70834055460546,577.5833265705339,91.70834055460546
2,418.0,672.0,418.0,692.0,438.0,692.0,438.0,672.0
2,417.0,74.0,417.0,94.0,437.0,94.0,437.0,74.0
2,315.0,334.0,315.0,354.0,335.0,354.0,335.0,334.0
2,477.0,366.0,477.0,386.0,497.0,386.0,497.0,366.0
2,637.0,355.0,637.0,375.0,657.0,375.0,657.0,355.0
2,641.0,624.0,641.0,644.0,661.0,644.0,661.0,624.0
2,346.0,83.0,346.0,103.0,366.0,103.0,366.0,83.0
