class,x1,y1,x2,y2,x3,y3,x4,y4
0,503.8744320910752,768.0,284.7774694743889,0.0,244.77746947438885,-1.1368683772161603e-13,463.8744320910752,768.0
1,389.8702012932515,427.8356572880031,389.8702012932515,387.8356572880031,349.8702012932515,387.8356572880031,349.8702012932515,427.8356572880031
1,354.3469925356284,229.9599861316276,354.3469925356284,189.9599861316276,314.3469925356284,189.9599861316276,314.3469925356284,229.9599861316276
1,620.0413478973718,508.9093955791687,620.0413478973718,468.9093955791687,580.0413478973718,468.9093955791687,580.0413478973718,508.9093955791687
1,625.5662687108041,527.125062068354,625.5662687108041,487.125062068354,585.5662687108041,487.125062068354,585.5662687108041,527.125062068354
2,424.0,313.0,424.0,293.0,404.0,293.0,404.0,313.0
2,560.0,649.0,560.0,629.0,540.0,629.0,540.0,649.0
2,82.0,432.00000000000006,82.0,412.00000000000006,62.0,412.00000000000006,62.0,432.00000000000006
2,449.00000000000006,619.0,449.00000000000006,599.0,429.00000000000006,599.0,429.00000000000006,619.0
2,439.0,225.0,438.99999999999994,205.0,418.99999999999994,205.0,419.0,225.0
2,145.99999999999997,288.00000000000006,145.99999999999997,268.00000000000006,126.0,268.00000000000006,126.0,288.00000000000006
2,138.00000000000003,479.00000000000006,138.0,459.00000000000006,118.0,459.00000000000006,118.0,479.00000000000006
2,615.0,258.99999999999994,615.0,239.0,595.0,239.0,595.0,258.99999999999994
