class,x1,y1,x2,y2,x3,y3,x4,y4
0,423.97411927127325,768.0,56.01115687800757,0.0,96.01115687800757,0.0,463.97411927127325,768.0
1,682.6658281373657,96.53842029275847,682.6658281373657,56.538420292758474,722.6658281373657,56.538420292758474,722.6658281373657,96.53842029275847
1,663.0792520861099,193.94154135101329,663.0792520861099,153.94154135101329,703.0792520861099,153.94154135101329,703.0792520861099,193.94154135101329
1,595.2458223370329,425.00245365428714,595.2458223370329,385.00245365428714,635.2458223370329,385.00245365428714,635.2458223370329,425.00245365428714
1,726.3293907231096,695.5919310105949,726.3293907231096,655.5919310105949,766.3293907231096,655.5919310105949,766.3293907231096,695.5919310105949
1,515.7660979530937,397.98045729741193,515.7660979530937,357.98045729741193,555.7660979530937,357.98045729741193,555.7660979530937,397.98045729741193
1,523.0525066785034,505.8343396003646,523.0525066785034,465.8343396003646,563.0525066785034,465.8343396003646,563.0525066785034,505.8343396003646
1,582.8959058698124,631.1807873292635,582.8959058698124,591.1807873292635,622.8959058698124,591.1807873292636,622.8959058698124,631.1807873292636
1,537.5833265705339,676.2916594453945,537.5833265705339,636.2916594453945,577.5833265705339,636.2916594453945,577.5833265705339,676.2916594453945
2,418.0,96.0,418.0,76.0,438.0,76.0,438.0,96.0
2,417.0,694.0,417.0,674.0,437.0,674.0,437.0,694.0
2,315.0,434.0,315.0,414.0,335.0,414.0,335.0,434.0
2,477.0,402.0,477.0,382.0,497.0,382.0,497.0,402.0
2,637.0,413.0,637.0,393.0,657.0,393.0,657.0,413.0
2,641.0,144.00000000000003,641.0,124.0,661.0,124.0,661.0,144.00000000000003
2,346.0,685.0,346.0,665.0,366.0,665.0,366.0,685.0
