class,x1,y1,x2,y2,x3,y3,x4,y4
0,352.50659425096603,0.0,0.0,171.19427642830044,0.0,190.62021389674044,392.50659425096603,0.0
1,67.90940052994017,440.6184053052921,67.90940052994017,480.6184053052921,107.90940052994017,480.6184053052921,107.90940052994017,440.6184053052921
1,49.401907612722255,494.6275691982439,49.401907612722255,534.6275691982439,89.40190761272225,534.6275691982439,89.40190761272225,494.6275691982439
1,210.38382651932034,549.8841687597431,210.38382651932034,589.8841687597431,250.38382651932034,589.8841687597431,250.38382651932034,549.8841687597431
1,245.4141134977823,577.436099982927,245.41411349778232,617.436099982927,285.4141134977823,617.436099982927,285.4141134977823,577.436099982927
1,646.894270419614,581.1278792559949,646.894270419614,621.1278792559949,686.894270419614,621.1278792559949,686.894270419614,581.1278792559949
2,326.0,163.0,326.0,183.0,346.0,183.0,346.0,163.0
2,454.0,746.0,454.0,766.0,474.0,766.0,474.0,746.0
2,135.0,501.0,135.0,521.0,155.0,521.0,155.0,501.0
2,321.0,744.0,321.0,764.0,341.0,764.0,341.0,744.0
2,480.0,22.0,480.0,42.0,500.0,42.0,500.0,22.0
