class,x1,y1,x2,y2,x3,y3,x4,y4
0,415.493405749034,0.0,768.0,171.19427642830044,768.0,190.62021389674044,375.493405749034,0.0
1,700.0905994700598,440.61840530529213,700.0905994700598,480.61840530529213,660.0905994700598,480.61840530529213,660.0905994700598,440.61840530529213
1,718.5980923872778,494.627569198244,718.5980923872778,534.6275691982439,678.5980923872778,534.6275691982439,678.5980923872778,494.627569198244
1,557.6161734806797,549.8841687597431,557.6161734806797,589.8841687597431,517.6161734806797,589.8841687597431,517.6161734806797,549.8841687597431
1,522.5858865022177,577.436099982927,522.5858865022176,617.436099982927,482.58588650221765,617.436099982927,482.58588650221765,577.436099982927
1,121.10572958038591,581.1278792559949,121.10572958038591,621.1278792559949,81.10572958038591,621.1278792559949,81.10572958038591,581.1278792559949
2,442.00000000000006,163.0,442.00000000000006,183.0,422.00000000000006,183.0,422.00000000000006,163.0
2,313.99999999999994,746.0,313.99999999999994,766.0,293.99999999999994,766.0,293.99999999999994,746.0
2,633.0,501.00000000000006,633.0,521.0,613.0,521.0,613.0,501.00000000000006
2,446.99999999999994,744.0,446.99999999999994,764.0,426.99999999999994,764.0,426.99999999999994,744.0
2,288.00000000000006,22.0,288.00000000000006,42.0,268.00000000000006,42.0,268.00000000000006,22.0
