class,x1,y1,x2,y2,x3,y3,x4,y4
0,503.8744320910752,0.0,284.7774694743889,768.0,244.77746947438885,768.0000000000001,463.8744320910752,0.0
1,389.8702012932515,340.1643427119969,389.8702012932515,380.1643427119969,349.8702012932515,380.1643427119969,349.8702012932515,340.1643427119969
1,354.3469925356284,538.0400138683724,354.3469925356284,578.0400138683724,314.3469925356284,578.0400138683724,314.3469925356284,538.0400138683724
1,620.0413478973718,259.0906044208313,620.0413478973718,299.0906044208313,580.0413478973718,299.0906044208313,580.0413478973718,259.0906044208313
1,625.5662687108041,240.874937931646,625.5662687108041,280.874937931646,585.5662687108041,280.874937931646,585.5662687108041,240.87493793164597
2,424.0,455.0,424.0,475.0,404.0,475.0,404.0,455.0
2,560.0,119.00000000000006,560.0,139.00000000000003,540.0,139.00000000000003,540.0,119.00000000000006
2,82.0,335.99999999999994,82.0,355.99999999999994,62.0,355.99999999999994,62.0,335.99999999999994
2,449.00000000000006,149.0,449.00000000000006,169.0,429.00000000000006,169.0,429.00000000000006,149.0
2,439.0,543.0,438.99999999999994,563.0,418.99999999999994,563.0,419.0,543.0
2,145.99999999999997,479.99999999999994,145.99999999999997,499.99999999999994,126.0,499.99999999999994,126.0,479.99999999999994
2,138.00000000000003,288.99999999999994,138.0,308.99999999999994,118.0,308.99999999999994,118.0,288.99999999999994
2,615.0,509.00000000000006,615.0,529.0,595.0,529.0,595.0,509.00000000000006
